coco_url,caption,class,super_categories
http://images.cocodataset.org/val2017/000000478286.jpg,A street light in front of a colorful train on a bridge.,12,vehicle
http://images.cocodataset.org/val2017/000000478393.jpg,A cat and a kitten laying down on a bed next to a teddy bear.,152,"indoor, furniture, animal"
http://images.cocodataset.org/val2017/000000478420.jpg,"Two women with standing with babies, with one woman on a mobile. ",30,"electronic, person"
http://images.cocodataset.org/val2017/000000478474.jpg,A truck that is sitting in the street.,12,vehicle
http://images.cocodataset.org/val2017/000000478721.jpg,Two men are carrying a kite through a parking lot.,67,"vehicle, sports, person"
http://images.cocodataset.org/val2017/000000478862.jpg,Groups of people admire a large propeller plane on the runway.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000479030.jpg,A red and white train passing by a street.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000479099.jpg,A tree standing in the middle of a grass circle.,52,outdoor
http://images.cocodataset.org/val2017/000000479126.jpg,Young women having a cigarette in their back yard,60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000479155.jpg,Two kids play in the fresh produce section of a busy grocery store.,396,"accessory, person, food, animal"
http://images.cocodataset.org/val2017/000000479248.jpg,A TV with a man singing on it and the room has pictures everywhere.,397,"electronic, person, kitchen, indoor"
http://images.cocodataset.org/val2017/000000479448.jpg,Some bananas and strawberries on a large waffle,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000479596.jpg,a bunch of fruit sit on sale for the public ,19,food
http://images.cocodataset.org/val2017/000000479732.jpg,A very interesting sandwich containing lots of vegetables.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000479912.jpg,The loading dock is attached to the side of a four engine airliner.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000479953.jpg, a girl wearing all green playing soccer on a soccer field,4,"sports, person"
http://images.cocodataset.org/val2017/000000480021.jpg,A painting of a man and woman riding together on a motorcycle.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000480122.jpg,A bowl of fruit is placed on a table in a kitchen.,100,"appliance, kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000480212.jpg,"An iphone, pen and soda can on a table.",28,"electronic, furniture"
http://images.cocodataset.org/val2017/000000480275.jpg,There are many bananas being laid on the wagon.,43,"person, food"
http://images.cocodataset.org/val2017/000000480842.jpg,Two top halve of two giraffes walking in trees.,1,animal
http://images.cocodataset.org/val2017/000000480936.jpg,A person that is eating some food sitting down.,398,"food, person, furniture, indoor"
http://images.cocodataset.org/val2017/000000480944.jpg,"School buses, cars and trucks sit at a red light at a busy corner",3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000480985.jpg,The front end of a red motorcycle that is on display.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000481159.jpg,A single horse leaning against a wooden fence.,1,animal
http://images.cocodataset.org/val2017/000000481386.jpg,a person behind a table in front of many dishes,18,"kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000481390.jpg,The basketball game is played by teams in white or blue uniforms.,118,"sports, outdoor, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000481413.jpg,A very small boy on the beach with a disc.,4,"sports, person"
http://images.cocodataset.org/val2017/000000481480.jpg,Horses racing on a dirt track with flowers around the scoreboard.  ,35,"person, animal"
http://images.cocodataset.org/val2017/000000481567.jpg,A man in black jacket next to a red motorcycle.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000481573.jpg,The front edge of a well used skateboard.,4,"sports, person"
http://images.cocodataset.org/val2017/000000481582.jpg,There are people standing next to a horse.,35,"person, animal"
http://images.cocodataset.org/val2017/000000482100.jpg,there is two toilet bowls outside one is blue ,14,furniture
http://images.cocodataset.org/val2017/000000482275.jpg,A couple of people standing cutting a cake.,399,"food, indoor, kitchen, accessory, person"
http://images.cocodataset.org/val2017/000000482319.jpg,A young boy holding a child on top of his lap.,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000482436.jpg,The woman in the diner and the man looking into the window are making eye contact.,245,"appliance, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000482477.jpg,blue and white bird standing on a branch,1,animal
http://images.cocodataset.org/val2017/000000482487.jpg,"A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind a pane of glass that  also shows the view from outside. ",41,indoor
http://images.cocodataset.org/val2017/000000482585.jpg,Two trains are parked on the train tracks,15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000482719.jpg,Plums and bananas are in a glass bowl. ,100,"appliance, kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000482735.jpg,A man in a wet suit riding a wave on a surfboard.,4,"sports, person"
http://images.cocodataset.org/val2017/000000482800.jpg,an image of three people playing Frisbee outside,4,"sports, person"
http://images.cocodataset.org/val2017/000000482917.jpg,"A man relaxing at home, watching television with his dog.",240,"electronic, person, furniture, animal"
http://images.cocodataset.org/val2017/000000482970.jpg,An open laptop and speakers on top of a desk.,11,electronic
http://images.cocodataset.org/val2017/000000482978.jpg,an image of a subway bus going thru the subway station,311,"vehicle, furniture"
http://images.cocodataset.org/val2017/000000483050.jpg,The bed has been neatly made and the pillows arranged.,40,"kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000483531.jpg,Two single beds are pushed up against each other.,14,furniture
http://images.cocodataset.org/val2017/000000483667.jpg,A man with black hair and a top hat,99,"accessory, person, furniture"
http://images.cocodataset.org/val2017/000000483999.jpg,a large group of people sitting at a table with plates of food,27,"kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000484029.jpg,A red sign letting drivers know to stop. ,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000484296.jpg,A bunch of zebras in a park somewhere.,1,animal
http://images.cocodataset.org/val2017/000000484351.jpg,an image of man having lunch with kids,400,"food, indoor, kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000484404.jpg,A view of the back of a bus from inside.,42,"vehicle, person, furniture"
http://images.cocodataset.org/val2017/000000484415.jpg,a persons hand reaching for the top of a toilet,107,"person, furniture"
http://images.cocodataset.org/val2017/000000484760.jpg,A statue that is in front of a building.,41,indoor
http://images.cocodataset.org/val2017/000000484893.jpg,Children reach over a short barrier to pet small sheep. ,35,"person, animal"
http://images.cocodataset.org/val2017/000000484978.jpg,A woman has her picture taken while eating,18,"kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000485027.jpg,Professional tennis player on clay serving the ball,4,"sports, person"
http://images.cocodataset.org/val2017/000000485071.jpg,A man in shorts falling off of his surfboard,4,"sports, person"
http://images.cocodataset.org/val2017/000000485130.jpg,Wrestling ring sitting in the middle of an open room.,58,"furniture, food"
http://images.cocodataset.org/val2017/000000485237.jpg,Two commercial jets on a runway at an airport.,12,vehicle
http://images.cocodataset.org/val2017/000000485424.jpg,Various items sit on top of tables and counters.,298,"appliance, kitchen, accessory"
http://images.cocodataset.org/val2017/000000485480.jpg,A baseball player standing next to home plate.,4,"sports, person"
http://images.cocodataset.org/val2017/000000485802.jpg,A plane accelerating through the sky leaving a tail. ,12,vehicle
http://images.cocodataset.org/val2017/000000485844.jpg,The woman is placing a turkey into a black pan.,177,"food, kitchen, appliance, person, furniture"
http://images.cocodataset.org/val2017/000000485895.jpg,A small giraffe stands in the grass near a road.,1,animal
http://images.cocodataset.org/val2017/000000485972.jpg,Pastry dessert with powdered sugar and carrots on a blue and white plate.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000486040.jpg,The laptop computer is on the desk under the light.,94,"electronic, kitchen, furniture"
http://images.cocodataset.org/val2017/000000486046.jpg,a close up of a giraffe with a zebra in the background,1,animal
http://images.cocodataset.org/val2017/000000486104.jpg,A baseball player holding a bat while standing on a field.,59,"outdoor, sports, person"
http://images.cocodataset.org/val2017/000000486112.jpg,A man who is hosing down an elephant.,35,"person, animal"
http://images.cocodataset.org/val2017/000000486438.jpg,The chocolate and glazed donuts are stacked on a plate.,43,"person, food"
http://images.cocodataset.org/val2017/000000486479.jpg,A dog is on the floor hiding under a curtain.,48,"furniture, animal"
http://images.cocodataset.org/val2017/000000486573.jpg,A vase with white flowers sitting next to an open window.,41,indoor
http://images.cocodataset.org/val2017/000000487583.jpg,A cup and a plate with food on it on a table next to a toilet.,20,"kitchen, furniture"
http://images.cocodataset.org/val2017/000000488075.jpg,The view of the door and kitchen area of an apartment from the living room.,110,"appliance, kitchen, furniture"
http://images.cocodataset.org/val2017/000000488166.jpg,A man leaning on a railing is looking at the plate of food.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000488251.jpg,a man in a black hat standing next to and  holding the reigns of a horse,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000488270.jpg,An airplane with wheels wheels barely off ground tilted slightly upward from the pavement to the blue sky.,12,vehicle
http://images.cocodataset.org/val2017/000000488385.jpg,A black and white motorcycle parked on the sidewalk outside a store.,12,vehicle
http://images.cocodataset.org/val2017/000000488592.jpg,A woman rides a bicycle down a narrow corridor in an indoor Asian market,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000488664.jpg,A blue and white training passing houses while emitting smoke.,12,vehicle
http://images.cocodataset.org/val2017/000000488673.jpg,A couple celebrating a birthday in a kitchen.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000488710.jpg,A woman stands near a humorous parking sign.,80,person
http://images.cocodataset.org/val2017/000000488736.jpg,A clock fastened to a brick store front reads 10 after 10,41,indoor
http://images.cocodataset.org/val2017/000000489014.jpg,A dog that is standing on the side of a boat.,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000489046.jpg,A small bird sitting on a thin tree branch.,1,animal
http://images.cocodataset.org/val2017/000000489091.jpg,A vanity and toilet are in a bathroom under a mirror.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000489305.jpg,Adult displaying several bowls of fruits in kitchen area.,95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000489339.jpg,A woman walking on the beach holding a surfboard. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000489611.jpg,a close up of a young child playing nintendo wii,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000489764.jpg,Two people sitting down playing a video game,141,"electronic, person, furniture, indoor"
http://images.cocodataset.org/val2017/000000489842.jpg,A bunch of kids are posing with santa,143,"accessory, person, indoor"
http://images.cocodataset.org/val2017/000000489924.jpg,A girl riding a small skateboard on a street.,4,"sports, person"
http://images.cocodataset.org/val2017/000000490125.jpg,Several white birds standing in a puddle in a parking lot.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000490171.jpg,A man and a dog paddle on a surfboard. ,136,"sports, person, animal"
http://images.cocodataset.org/val2017/000000490413.jpg,"The airplane is on the ground, but getting ready for takeoff.",12,vehicle
http://images.cocodataset.org/val2017/000000490470.jpg,Several boats in the water with their sails down.,12,vehicle
http://images.cocodataset.org/val2017/000000490515.jpg,a person riding a snow board falling to the ground,6,"sports, accessory, person"
http://images.cocodataset.org/val2017/000000490936.jpg,two covered motorcycles in a row of motorcycles parked on the street,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000491008.jpg,A man and a woman holding up a pizza in a seating area.,332,"food, kitchen, vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000491071.jpg,A couple of bathroom sinks sitting underneath a mirror.,5,appliance
http://images.cocodataset.org/val2017/000000491090.jpg,"A middle-aged man leans on a sports bike, smiling",9,"vehicle, person"
http://images.cocodataset.org/val2017/000000491130.jpg,A man riding a snowboard on top of a snow covered slope.,4,"sports, person"
http://images.cocodataset.org/val2017/000000491213.jpg,a black motorcycle parked on the road in front of a car,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000491216.jpg,A cat walking through a kitchen by a eating tray.,401,"food, kitchen, animal, appliance, furniture"
http://images.cocodataset.org/val2017/000000491366.jpg,Two men using nintendo wii remotes to play a game ,141,"electronic, person, furniture, indoor"
http://images.cocodataset.org/val2017/000000491464.jpg,Kid poses for a picture in a baseball uniform holding a bat,179,"vehicle, outdoor, sports, person"
http://images.cocodataset.org/val2017/000000491470.jpg,The road in the city is quiet and empty. ,52,outdoor
http://images.cocodataset.org/val2017/000000491497.jpg,White ornate seat in nicely decorated room with television.,39,"electronic, furniture, indoor"
http://images.cocodataset.org/val2017/000000491613.jpg,A zebra standing next to a body of water which shows his reflection. ,1,animal
http://images.cocodataset.org/val2017/000000491683.jpg,a grassy field with a solitary horse in the distance.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000491725.jpg,A lot of boats sitting on top of a body of water.,12,vehicle
http://images.cocodataset.org/val2017/000000491757.jpg,this is a cat sitting on a white bed,48,"furniture, animal"
http://images.cocodataset.org/val2017/000000491867.jpg,a man that has a green tie and white shirt,99,"accessory, person, furniture"
http://images.cocodataset.org/val2017/000000492077.jpg,There are people that are walking in a line,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000492110.jpg,A man on a laptop in a coffee shop.,60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000492282.jpg,People are riding horses next to the trees.,35,"person, animal"
http://images.cocodataset.org/val2017/000000492284.jpg,a cat that is sitting on top of a rock wall,87,"accessory, person, animal"
http://images.cocodataset.org/val2017/000000492362.jpg,A man on a skateboard riding by food vendors.,402,"sports, food, kitchen, accessory, person"
http://images.cocodataset.org/val2017/000000492758.jpg,An older person sitting in a living room chair near a walker.,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000492878.jpg,A bathroom sink and its reflection in the mirror.,37,"appliance, kitchen, indoor"
http://images.cocodataset.org/val2017/000000492905.jpg,a computer monitor and keyboard on a desk,11,electronic
http://images.cocodataset.org/val2017/000000492937.jpg,A bicycle is chained up to a pole at a train station.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000492968.jpg,a ski boarder skiing down the side of a mountain.,4,"sports, person"
http://images.cocodataset.org/val2017/000000492992.jpg,There is a bird standing on the back of the cow.,1,animal
http://images.cocodataset.org/val2017/000000493019.jpg,A herd of giraffe standing next to each other eating.,1,animal
http://images.cocodataset.org/val2017/000000493284.jpg,The family of elephants is looking for some good food.,1,animal
http://images.cocodataset.org/val2017/000000493286.jpg,A vintage red car in front of a vintage army prop plane.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000493334.jpg,"A sheet cake with a lake scene displays the words, ""What is the Pickup Line Today?""",83,"electronic, food"
http://images.cocodataset.org/val2017/000000493442.jpg,Skier in green coat plowing through powdered snow on slope.,4,"sports, person"
http://images.cocodataset.org/val2017/000000493566.jpg,The last car of a train sits on train tracks.,12,vehicle
http://images.cocodataset.org/val2017/000000493613.jpg,A pair of shoes that are next to a skateboard.,38,sports
http://images.cocodataset.org/val2017/000000493772.jpg,a person with a black umbrella standing in the middle of the road,17,"accessory, person"
http://images.cocodataset.org/val2017/000000493799.jpg,A white plate full of cooked meat and vegetables. ,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000493864.jpg,A man in a wetsuit carries a surfboard on the beach.,4,"sports, person"
http://images.cocodataset.org/val2017/000000493905.jpg,A tennis player is in mid air with his racquet.,54,"sports, person, furniture"
http://images.cocodataset.org/val2017/000000494188.jpg,a black bird standing on the floor in the street,158,"accessory, person, furniture, animal"
http://images.cocodataset.org/val2017/000000494427.jpg,a small silver laptop on a wooden table,11,electronic
http://images.cocodataset.org/val2017/000000494634.jpg,A black cat rubbing up against a laptop.,403,"appliance, kitchen, electronic, animal"
http://images.cocodataset.org/val2017/000000494759.jpg,Two people fly a kite on a beach.,4,"sports, person"
http://images.cocodataset.org/val2017/000000494863.jpg,A brown train next to a large mountain.,12,vehicle
http://images.cocodataset.org/val2017/000000494869.jpg,a yellow lap laying in a kitchen and looking at a little kid ,148,"kitchen, person, animal"
http://images.cocodataset.org/val2017/000000494913.jpg,A man watches TV from his couch in a living room,404,"electronic, indoor, kitchen, animal, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000495054.jpg,a big airplane that is on a runway,12,vehicle
http://images.cocodataset.org/val2017/000000495146.jpg,Group of people standing beside their cars on a pier.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000495448.jpg,A wedding cake has pink and white flowers on it.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000495732.jpg,Two men standing in a living room holding game controllers.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000496409.jpg,The skier is coming down the slope on a very snowy day.,4,"sports, person"
http://images.cocodataset.org/val2017/000000496571.jpg,A woman taking a picture of a man eating.,60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000496597.jpg,A canoe boat with 2 people sailing with mountainous background.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000496722.jpg,Two red mail boxes along a city street.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000496854.jpg,A street scene with a bride and groom under an umbrella.,172,"outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000496954.jpg,A serving slice of cake on a table.  ,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000497344.jpg,A blue-eyed toddler talks on the cellphone while he types something on the laptop.,44,"kitchen, electronic, person"
http://images.cocodataset.org/val2017/000000497568.jpg,An airplane sits on a runway in a airport,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000497599.jpg,A young man stands over a lap top computer screen.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000497628.jpg,A wooden bed with white bedding and pillows,14,furniture
http://images.cocodataset.org/val2017/000000497867.jpg,An eco-friendly bus driving through a city intersection.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000498032.jpg,A somber woman in a pink T-shirt raises a torch.,30,"electronic, person"
http://images.cocodataset.org/val2017/000000498286.jpg,a vety cute furry dog posing near a big sign.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000498463.jpg,A stainless steel refrigerator is next to the kitchen cabinets.,5,appliance
http://images.cocodataset.org/val2017/000000498709.jpg,The front end of a motorcycle in a parking lot.,12,vehicle
http://images.cocodataset.org/val2017/000000498747.jpg,Guy sitting down and using his cell during the party,246,"kitchen, person, electronic"
http://images.cocodataset.org/val2017/000000498807.jpg,A young girl tries to keep her balance on a surfboard.,4,"sports, person"
http://images.cocodataset.org/val2017/000000498857.jpg,a baby giraffe standing next to  a wire fence ,1,animal
http://images.cocodataset.org/val2017/000000498919.jpg,"a market fruit display of pears, oranges, and avocado",19,food
http://images.cocodataset.org/val2017/000000499031.jpg,A group of women pose in front of a sign hanging on a building.,43,"person, food"
http://images.cocodataset.org/val2017/000000499109.jpg,A sandwich with tomato and pickles on the side. ,19,food
http://images.cocodataset.org/val2017/000000499181.jpg,A street scene of a self service parking lot.,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000499266.jpg,An electronic device is being held as it displays a message and an image.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000499313.jpg,A pizza with cheese and spinach on a plate.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000499622.jpg, A police officer riding a wide white motorcycle. ,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000499768.jpg,A fire hydrant with grass grown around it on a curb side.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000499775.jpg,A yellow bus traveling through a city with small buildings.,12,vehicle
http://images.cocodataset.org/val2017/000000500049.jpg,A Malaysian airplane that is stationary on the runway. ,12,vehicle
http://images.cocodataset.org/val2017/000000500211.jpg,All of the umbrellas are folded up. ,135,"accessory, furniture"
http://images.cocodataset.org/val2017/000000500257.jpg,people near carts of luggage at an air port,55,"electronic, accessory, person"
http://images.cocodataset.org/val2017/000000500270.jpg,People skateboard around a skate park near rails. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000500423.jpg,A two story train stopped at an indoor train stop.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000500464.jpg,Bathroom with a white tiled floor and sink.,37,"appliance, kitchen, indoor"
http://images.cocodataset.org/val2017/000000500477.jpg,A person in the process of sheering a woolen animal.,35,"person, animal"
http://images.cocodataset.org/val2017/000000500478.jpg,A baseball player is winding up for the pitch.,54,"sports, person, furniture"
http://images.cocodataset.org/val2017/000000500565.jpg,A woman holding a child wrapped in a towel brushing her teeth.,132,"person, indoor"
http://images.cocodataset.org/val2017/000000500613.jpg,A fire engine parked in a parking lot.,12,vehicle
http://images.cocodataset.org/val2017/000000500663.jpg,Cattle are grazing in a bright green pasture along a river and mountains.,1,animal
http://images.cocodataset.org/val2017/000000500716.jpg,A guy holding a pair of metal scissors in front of his eye.,132,"person, indoor"
http://images.cocodataset.org/val2017/000000500826.jpg,A very tall brown brick building next to a street sign.,52,outdoor
http://images.cocodataset.org/val2017/000000501005.jpg,derek jeter swings his bat at a baseball ,4,"sports, person"
http://images.cocodataset.org/val2017/000000501023.jpg,A group of pictures put together to depict a road in a desert with signs.,52,outdoor
http://images.cocodataset.org/val2017/000000501243.jpg,Three zebras standing in the sand in a zoo.,1,animal
http://images.cocodataset.org/val2017/000000501368.jpg,A person wearing a towel is drying their hair with a hair dryer.,306,"kitchen, person, indoor"
http://images.cocodataset.org/val2017/000000501523.jpg,A black cat sits in a white bathroom sink.,128,"appliance, kitchen, animal"
http://images.cocodataset.org/val2017/000000502136.jpg,"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000502168.jpg,The men wear hardhats as they work on the aircraft carrier.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000502229.jpg,"A city with skyscrapers, other buildings, and trains.",12,vehicle
http://images.cocodataset.org/val2017/000000502336.jpg,A group of ladies walking down a street,17,"accessory, person"
http://images.cocodataset.org/val2017/000000502347.jpg,"A plane passing over a harbor, on a clear day.",12,vehicle
http://images.cocodataset.org/val2017/000000502599.jpg,A group of planes near a large wall of windows.,12,vehicle
http://images.cocodataset.org/val2017/000000502732.jpg,A shiny metallic refrigerator in a brown colored kitchen.,5,appliance
http://images.cocodataset.org/val2017/000000502737.jpg,A man holding up what appears to be a chocolate desert.,95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000503755.jpg,a woman in tennis gear holding a tennis racket on a tennis court,4,"sports, person"
http://images.cocodataset.org/val2017/000000503823.jpg,several  wooden boats sitting in the sand,12,vehicle
http://images.cocodataset.org/val2017/000000503841.jpg,two street lights that are both on the green light,52,outdoor
http://images.cocodataset.org/val2017/000000503855.jpg,"A grass yard area that has several open umbrellas laid on the grass and various people around the roadway area.

",17,"accessory, person"
http://images.cocodataset.org/val2017/000000504000.jpg,a blue jet is sitting next to a sign,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000504074.jpg,Two women sitting together in the back yard,60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000504389.jpg,A woman and man playing tennis on a field.,4,"sports, person"
http://images.cocodataset.org/val2017/000000504415.jpg,A person on a court near a fence.,67,"vehicle, sports, person"
http://images.cocodataset.org/val2017/000000504439.jpg,a couple of zebras are standing in a pin,1,animal
http://images.cocodataset.org/val2017/000000504580.jpg,A couple giraffes staring in the same direction,1,animal
http://images.cocodataset.org/val2017/000000504589.jpg,A young lady and a young man playing frisbee on the sand.,4,"sports, person"
http://images.cocodataset.org/val2017/000000504635.jpg,Three zebras are standing in the grass by the trees.,1,animal
http://images.cocodataset.org/val2017/000000504711.jpg,A piece of dutch chocolate cake with a fork  on a plate. ,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000505169.jpg,A blue pained bathroom with a toilet missing the upper half. ,14,furniture
http://images.cocodataset.org/val2017/000000505451.jpg,A surfer is on top of an ocean wave.,4,"sports, person"
http://images.cocodataset.org/val2017/000000505565.jpg,Is anyone familiar with this species of bird?,1,animal
http://images.cocodataset.org/val2017/000000505573.jpg,A dog wears a tie while on the steps,140,"accessory, animal"
http://images.cocodataset.org/val2017/000000505638.jpg,An old fashioned looking red train is on the tracks by a green grassy hill.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000505789.jpg,Children look over the wrought iron fence into the brick archways.,202,"accessory, person, furniture, indoor"
http://images.cocodataset.org/val2017/000000505942.jpg,Two people have a conversation at an intersection,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000506004.jpg,The ferris wheel is located in the middle of the water.,114,"vehicle, indoor"
http://images.cocodataset.org/val2017/000000506178.jpg,Blurry photo of a young man playing a video game.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000506279.jpg,a close up of a glass of wine on a table,20,"kitchen, furniture"
http://images.cocodataset.org/val2017/000000506310.jpg,A refrigerator freezer next to a  wall.,96,"appliance, kitchen"
http://images.cocodataset.org/val2017/000000506454.jpg,A plain wooden bench underneath a large tree.,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000506656.jpg,A man standing in front of some Clysdale horses in front of some houses.,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000506707.jpg,A man is running the bases in a baseball game. ,289,"sports, vehicle, outdoor, person, furniture"
http://images.cocodataset.org/val2017/000000506933.jpg,a man in glasses is holding up a cellphone,141,"electronic, person, furniture, indoor"
http://images.cocodataset.org/val2017/000000507015.jpg,Baseball players in their uniforms on a baseball field.,4,"sports, person"
http://images.cocodataset.org/val2017/000000507037.jpg,A group of people by a building with a flag at half mast.,232,"vehicle, accessory, person, food"
http://images.cocodataset.org/val2017/000000507042.jpg,Three giraffes looking in different directions from each other. ,1,animal
http://images.cocodataset.org/val2017/000000507081.jpg,"A kitchen with its light's off, with light coming from an open door.",110,"appliance, kitchen, furniture"
http://images.cocodataset.org/val2017/000000507223.jpg,A group of baseball players standing next to each other on top of a field.,4,"sports, person"
http://images.cocodataset.org/val2017/000000507235.jpg,"A bowl sitting on a plate with cucmbers, lettuce and meat in it.",20,"kitchen, furniture"
http://images.cocodataset.org/val2017/000000507473.jpg,A woman brushing her teeth while taking a selfie ,8,"electronic, person, indoor"
http://images.cocodataset.org/val2017/000000507575.jpg,A computer desk with electronics on it and other desk accessories ,123,"electronic, indoor"
http://images.cocodataset.org/val2017/000000507667.jpg,The cow has a map drawn on it.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000507797.jpg,A group of people getting off of a bus .,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000507893.jpg,The bathroom is white and looks very clean.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000507975.jpg,a couple of people are riding horses outside,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000508101.jpg,People and their stuff on a little boat in the ocean,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000508312.jpg,A stove top and an oven in a kitchen with wooden cabinets.,139,"appliance, person"
http://images.cocodataset.org/val2017/000000508370.jpg,There are two men standing next to a bike and a doll.,304,"kitchen, vehicle, person"
http://images.cocodataset.org/val2017/000000508482.jpg,The open doors of a public transport train.,12,vehicle
http://images.cocodataset.org/val2017/000000508586.jpg,A group of zebras that are in a field.,1,animal
http://images.cocodataset.org/val2017/000000508602.jpg,A small crane stands on the roof of a car in a city area.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000508639.jpg,A horse drawn buggy sits in front of pyramid shaped mosques.,1,animal
http://images.cocodataset.org/val2017/000000508730.jpg,A set of twins who are taking a bath.,23,"appliance, person, furniture"
http://images.cocodataset.org/val2017/000000508917.jpg,a train sitting on the tracks at a station,214,"indoor, vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000509008.jpg,The school bus is colored yellow and pink.,12,vehicle
http://images.cocodataset.org/val2017/000000509014.jpg,A group of people that are standing in the snow.,4,"sports, person"
http://images.cocodataset.org/val2017/000000509131.jpg,A bunch of mini bananas are hanging above a bowl of apples and oranges.,58,"furniture, food"
http://images.cocodataset.org/val2017/000000509258.jpg,A street sign in front of a church. ,52,outdoor
http://images.cocodataset.org/val2017/000000509260.jpg,a small television in front of a bookshelf,123,"electronic, indoor"
